Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,Q0_ProlificID,Q1,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q7_4_TEXT,Q8,Q8_5_TEXT,Q9,Q9_9_TEXT,Q10_1,Q11,Q11_7_TEXT,Q12,Q13,Q13_7_TEXT,Q14,Q15,Q16 ,Q17,Q17_1_TEXT,Q18,Q19,Q20,Q21,Q21_5_TEXT,Q22,Q23,Q24,Q24_4_TEXT,Q25,Q25_5_TEXT,Q26,Q26_9_TEXT,Q27_1,Q28,Q28_7_TEXT,Q29,Q30,Q30_7_TEXT,Q31,Q32,Q33,Q34,Q34_1_TEXT,Q35,Q36,Q37,Q38,Q39_1,Q40_1
259,True,7/30/25 15:23,R_8sR27LadgKc96XC,"50,3541","18,9192",EN,"0,8999999762",5c46e8de59a3a60001a265e8,Yes,"1. My wife
2. In our apartment
3. Security of data breaches from some app. General data security in huge corporations like Meta, and how they sell this info.
4. Some online news
5. Around 15 minutes
6. Just this bitter feeling about how much we need to be aware of everything",1,Other (please specify),Wife,Myself,No,At home,,News story or social media post,,"Application areas (web browsing, smartphone, social media etc.),Identity theft or fraud,Incidents (ransomware attack, data breach, leak, device theft etc.),Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.)",,3,"Interested/curious,Worried/anxious,Confident/informed,Annoyed",,Because it is a very important topic that is not talked about enough among people,"Interested/curious,Worried/anxious,Confident/informed,Annoyed",,"Same as me, because it is a very important topic that is not talked about enough among people",,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,31,Male,Poland,Customer Support Specialist,4,5 (Strongly agree)
424,True,7/30/25 15:23,R_8oReBCqRhn78lN2,"48,8127","7,7895",EN,"0,8999999762",65199a2bfd459dd31fc006f8,Yes,It was a conversation between me and a friend who studies cybersecurity and I asked him about cookies at first. I explained to him that I am not fully sure what they are for and if I should keep accepting them because I feel I am giving access to websites to use my personalinformation. We then went onto talking about hacking and what would happen if our official documents were released into the public or even details of important govenment officials were leaked. The conversation was about 10 minutes as my friend is really passionate about this subject,1,Friend,,Myself,No,At home,,"Personal experience (e.g., cybersecurity incident)",,"Identity theft or fraud,Incidents (ransomware attack, data breach, leak, device theft etc.),Privacy tools (permission manager, cookie banners etc.),Security behavior (choice of passwords, updating software etc.),Surveillance or data collection (government, companies etc.)",,3,"Interested/curious,Confident/informed",,My friend is really passionate so he explained well the questions I had and made me feel secure that I should not worry that my data is secured,Confident/informed,,He studies this field,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,23,Female,FRANCE,EPIDEMIOLOGY,2,5 (Strongly agree)
282,True,7/30/25 15:24,R_8gU7ZnTmkg3FgB5,"37,0272","-7,8338",EN,1,66033d023223d50c85612b23,Yes,"Talked to a person who's job is a cybersecurity, and we spoke at the gym because the email was not working",3,Colleague,,Other,No,Workplace/University,,Someone asked for advice,,"Identity theft or fraud,Phishing or scams,Privacy tools (permission manager, cookie banners etc.),Security tools (password managers, antivirus, VPN etc.)",,2,Confident/informed,,because he was informing us of some insues,Confident/informed,,because they were informed,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,26,Female,portugal,nutritionist,1 (Strongly disagree),5 (Strongly agree)
434,True,7/30/25 15:24,R_8fP0BpekQiuvPAw,"38,7521","-9,2279",EN,1,5e31aeefc549ee023d351eab,Yes,"The last conversation I had about cybersecurity was with the CEO of the company I work for, and the conversation took place in our meeting room. The conversation started because of an incident that happenned in a company we know. This conversation lead to us talking about how the situation could affect our company and how we can prepare to something like this.
This conversation lasted about 20 minutes and ended without any practical intervention.",1,Colleague,,Other,No,Workplace/University,,Other (please specify),New situation with a client,"Incidents (ransomware attack, data breach, leak, device theft etc.),Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.),Other (please specify)",Bank data theft,3,"Interested/curious,Worried/anxious",,"Because is a situation that is both interesting (how did it start? could it be stopped? ...) and worrying, because it can happen to our company too",Worried/anxious,,"Because as the CEO, this kind of situations can create a lot of problems and lost of trust ",No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,27,Female,Portugal,Management,2,5 (Strongly agree)
462,True,7/30/25 15:24,R_232VD7bHn6Aw6qf,"37,9842","23,7353",EN,"0,8000000119",5d8a62e934146e001a8ea16d,Yes,"I was discussing in our apartment with my wife, the dangers of Microsoft's Recall feature. The conversation started when people online voiced concern that standard versions of Windows had received Recall updates, despite the fact it should not be present. The conversation covered the dangers of allowing any third party unfettered screen access. Concern was expressed as to whether Microsoft can be trusted, or it's own internal security, whether they would use the data gathered for snooping, training AI, etc. and the point at which it would be necessary to witch wholesale to Linux or BSD.",1,Other (please specify),Wife,Other,No,At home,,News story or social media post,,"Incidents (ransomware attack, data breach, leak, device theft etc.),Privacy tools (permission manager, cookie banners etc.),Surveillance or data collection (government, companies etc.)",,5 (Strongly agree),Confident/informed,,I do my research on a daily basis,"Interested/curious,Worried/anxious",,They don't like the idea of companies snooping,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,48,Male,Greece,Landlord,2,5 (Strongly agree)
461,True,7/30/25 15:25,R_2MRufjENcS8JYdR,"38,7219","-9,1398",EN,"0,400000006",5d8346167ed176001888204d,Yes,"The last time I talked about cybersecurity was at work, with some colleagues. One of us had just received a strange e-mail and eventually we came to the conclusion that it was either a phishing attempt, or a fake email sent by our own security department in order to evaluate if the workers know how to spot suspicious messages and report them.",3,Colleague,,Other,"Yes, somebody I know",Workplace/University,,"Personal experience (e.g., cybersecurity incident),Work/school-related requirement",,"Application areas (web browsing, smartphone, social media etc.),Phishing or scams",,3,Confident/informed,,"I had taken several courses about this topic before, so I felt sure I could identify potential threats.","Worried/anxious,Annoyed",,Maybe because he was unsure about the origin of the email he received.,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,39,Male,Portugal,Software Testing,3,5 (Strongly agree)
421,True,7/30/25 15:25,R_8tjfvbjD9D5YEYp,"60,6741","17,1483",EN,"0,8000000119",6617c54a41ce14946db85944,Yes,"The last time I talked about cybersecurity was with my older brother (who works as a senior programmer and knows a lot about this topic). We were talking at home and I had asked him about his sign-in password to his Macbook because I wanted to use it. He had written down his password on a post-it note and it was very long and included a lot of different symbols and characters. He said it's important to have a long and unique password for safety, which I totally understood, but it was also annoying since I personally use the same password for everything.",1,Other (please specify),Family,Myself,No,At home,,Someone asked for advice,,"Security behavior (choice of passwords, updating software etc.)",,2,"Annoyed,Indifferent",,I understand the importance of cybersecurity but I'm also not that interested in it personally,"Confident/informed,Helpful/responsible",,Because he was giving me advice on cybersecurity,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,23,Female,Sweden,Graphic Design,1 (Strongly disagree),5 (Strongly agree)
110,True,7/30/25 15:25,R_2w79fqAfKaWM6g1,"38,729","-9,1551",EN,"0,8000000119",5f54cdbcd2fd0a8484ef4645,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,Female,Portugal,Consulting,2,5 (Strongly agree)
1008,True,7/30/25 15:25,R_2ifBAS46Vve03AL,"43,1479","12,1097",EN,"0,6999999881",6654f5c576effabe847b5df1,Yes,"1) ho parlato con un mio amico della sicurezza sulle piattaforme metà. 
2) eravamo seduti ai tavolini del bar
3) io e il mio amico abbiamo parlato dell'intelligenza artificiale di Meta e di come nonostante i tanti vantaggi nell'usarla ci sono anche tante preoccupazioni sulla privacy online di noi utenti.  
4) ci è arrivato un messaggio di Meta ( instagram,  Facebook e whatsapp) che ci informava che l'azienda avrebbe usato i dati degli utenti per addestrare i suoi modelli di intelligenza artificiale se avesse ottenuto il loro consenso .
5) abbiamo parlato circa 15 minuti. 
6) ricordo che io e il mio amico abbiamo negato il consenso  ad usare i nostri dati per addestrare i modelli di intelligenza artificiale di Meta.",1,Friend,,Myself,No,"Public space (e.g., café, train)",,"Personal experience (e.g., cybersecurity incident),News story or social media post",,"Application areas (web browsing, smartphone, social media etc.),Security tools (password managers, antivirus, VPN etc.),Surveillance or data collection (government, companies etc.)",,5 (Strongly agree),"Confident/informed,Helpful/responsible",,Mi ero informato bene sull'argomento ,"Interested/curious,Confident/informed",,Eravamo entrambi molto consapevoli ed informati sull'argomento di discussione.  ,Yes,Abbiamo negato  a Meta il consenso all'uso dei nostri dati per addestrare i modelli di intelligenza artificiale ,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,36,Male,Italy,Political Science,4,5 (Strongly agree)
282,True,7/30/25 15:26,R_8s55taOVsGGcdqr,"50,8507","5,6954",EN,"0,8999999762",65a3ec77f674ac3e98f0c6ac,Yes,It was a conversation with my parents at home. They talked about never opening a spam mail since they just got another one. It lasted for about two minutes.,2,Other (please specify),parents,Other,No,At home,,"Personal experience (e.g., cybersecurity incident)",,Phishing or scams,,4,Annoyed,,I already knew about the dangers of phishing mails and spam.,Worried/anxious,,He has trouble with identifying fake mails.,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,26,Male,The Netherlands,PhD in labor economics,2,5 (Strongly agree)
587,True,7/30/25 15:26,R_27j6JOEWeFQaiJx,"40,498","-7,5989",EN,"0,8000000119",5f85a51cadc3ff03ac5e395f,Yes,"I was talking with a friend about passwords, how we travel through the internet and everything we do is registered. We were talking in a discord server, online, and were just ""venting"" about how, nowadays, we can do everything online, including access banks and whatsoever, and that while a clear protetion of data, everything we have can be taken from us in a few seconds. A ""small"" virus can empty our bank accounts, or can infest our computers and collect all passwords we have. It was a brief conversation, maybe 15/20min. I remember how we talk about the internet dependency and that things are not as secure as before, or atleast, our perception is different.

Our main conclusion was very simplified ""Or we trust in the apps/websites we visit, or  we will lose our heads overthinking about everything""",1,Friend,,,No,Other (please specify),"Online, Discord Server",Other (please specify),"Not a specific topic, just venting about internet","Identity theft or fraud,Incidents (ransomware attack, data breach, leak, device theft etc.),Phishing or scams,Privacy tools (permission manager, cookie banners etc.),Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.),Surveillance or data collection (government, companies etc.)",,3,"Interested/curious,Worried/anxious,Annoyed",,"Its an interesting topic to talk about, but it also complicated","Interested/curious,Worried/anxious,Confident/informed,Helpful/responsible",,Knows a bit more than me about cybersecurity,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,28,Male,Portugal,Research Assistant,2,5 (Strongly agree)
